sentiment,text
negative,@USAirways NOW they're not even accepting calls AT ALL! Come on.
negative,"@AmericanAir first the pilot, then the catering..."
negative,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail
neutral,@united what do you have in mind?
negative,@SouthwestAir give us some more clever advertising about #bagsflyfree is that because #badpolicy allows you to #cheatcustomers
negative,@JetBlue flight 348 is a freaking nightmare tonight #sittingonthetarmac #delay
negative,@AmericanAir @andyellwood @delk lol. I was sure I'd wake up to more of a response than this half-thought auto tweet. hope you made it out.
negative,@AmericanAir no date on when revieving our money sent a letter in post and several emails no reply?? very frustrated
neutral,@AmericanAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/NBZkhiZF3V
neutral,@united She is travelling from Melbourne (Australia ) to Bogota (Colombia) tomorrow
neutral,@SouthwestAir i hope i can take my selfie stick on the plane today! #goingtovegas
negative,@united A 3rd party service you use to sell your tickets has ripped me off. Excellent service United is offering.
negative,@USAirways and when will one of these agents be available to speak?
neutral,@JetBlue so what about California
positive,"@USAirways Waiting on my flight right now, thanks!!"
positive,@VirginAmerica your inflight team makes the experience #amazing!
negative,@united help? Invest more in your planes and your people and less in stock buybacks and executive pay. Maybe then you would not disappoint.
negative,@americanair thanks to your airline I now have a ruined bag and you refuse to do anything about it.
negative,@USAirways @franchise02 my friend has been on hold for 1.5 hours and still counting!
negative,@USAirways US 728/Feb 21. Arrive 7 hrs Late Flight; checked car seat missing. No replacement available. Has yet to arrive more than 24 hours Late Flightr.
negative,@united so who does handle bag issues? And why wouldn't you put me onto them in the first place?
neutral,"@SouthwestAir got an email confirmation of wifi purchase on a recent flight. Trouble is, I've never flown with you. Ever. #concerned #scam?"
negative,@united now sitting on the tarmac for a half hour after landing because your jetway is broken. #2daysofunitedfailures #1thingafteranother
negative,@united this 2 hr delay is a vacation buzzkill
negative,@USAirways website isnt working and I cant talk to any1 on the phone to check flight status out of dfw. Roads are awful and cant get there
negative,"@USAirways I’ve had my flight Cancelled Flightled twice now, and after 5 minutes of automated questions, the phone just goes to a busy signal. Help?"
negative,@AmericanAir Trying to get my flight changed through dallas. Calling your number just says thanks for calling and hangs up. Guess I'm stuck
negative,@AmericanAir my husband and 5 year old son stuck overnight in DC thanks to 7 crew members arguing over who was boarding the flight
neutral,@VirginAmerica @ladygaga @carrieunderwood - Carrie!
negative,@united Your MileagePlus signup page is broken.
negative,@jetblue  Flight 1562 is still waiting for bags. Most of us checked in 12 hours ago. People are missing connections.  Please help!
positive,@JetBlue my flight attendant Angel was awesome. #415 #kudos
negative,@united we are sitting on the runway for 2 hours! It is ridiculous!!
positive,"@JetBlue Very excited, for the first time this Sunday, March 1 I get to fly #JetBlue flight 123 #Mint from JFK. Looking forward :-)"
negative,@JetBlue yes. They are working on it. Hoping bag is on the next flight and will deliver home...
negative,@SouthwestAir why are you the ONLY airline that is not flying out of BNA today?
negative,"@SouthwestAir Disappointed in the FAA ""regulation"" you have 2 furnish proof of age 4 toddler. Thx for the unnecessary headache. #flyUnited"
negative,"@AmericanAir I have emailed several times.hand wrote a letter,went to airport,called.please fix this! Or @abc7newsBayArea please help!"
negative,@USAirways 1 person to check in 50 people and the plane boards in 20 minutes and he is telling people @AmericanAir exec bene's not honored
negative,@USAirways a year and every time with US Air something happens. I sat waiting for a re-scheduled flight for 10 hours then to say its
negative,@USAirways @AmericanAir won't even refund for a flight they Cancelled Flightled #horriblecustomerservice
negative,@USAirways still in yuma waiting for 2702 to go. Looks like I might miss 2696 to MontereyRegionalAirport need options please
negative,"@JetBlue if there is a ""processing error"" the  why do you send out full flight tickets and confirmations? #FlySouthwest"
negative,@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!
negative,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed
negative,@AmericanAir I have no transportation to and going to some other city and getting to NY sometime on Wed?! I'm sorry that's not gonna cut
negative,"@USAirways HELP! It says ""the payment is denied"" but my money has been taken out of my bank?  

And it says I have no trips coming up??"
negative,@AmericanAir that's the number I called -it wouldn't let me speak to an agent because of the issues with weather today
negative,@AmericanAir trying to talk 2 customer service to add lap child and can't get a hold of anybody. I need help!!!!!
negative,@SouthwestAir three hour flight to Orlando and no wifi? Uncool. #firstworldproblems
negative,@USAirways are people going to answer our calls?
negative,"@united unfortunately, they didn't. I asked the staff if they could help. they said we should ask ppl in our row to switch, but no one would"
negative,@SouthwestAir I never got a Cancelled Flightlation text from this morning either #bushleague or a number to call #weakservice
negative,@AmericanAir now the second flight I was put on was Cancelled Flightled with no explanation!! Missed my first meeting!!#outraged😡😡
negative,@united  Stressed and rude agents. Overwhelmed by delyd flight LAS-DEN 1657. Yelling at several people. Not pretty. This is #friendlyskies??
negative,@AmericanAir my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted. Can you help me?
negative,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage."
negative,"@USAirways this day has been a disaster, rude employees, no help &amp; now no hotel. not flying with you again &amp; I fly ALOT! Dallas=raise=now!"
positive,@SouthwestAir sign me up!
negative,@southwestair after 4 hours of delays you did make a nice offer for rescheduling me the next day... but...
neutral,............. RT @JetBlue: Our fleet's on fleek. http://t.co/X7iLzqdwe2
neutral,@AmericanAir I did
negative,@USAirways US Airways website. So you double charge people when they book flights now? Apparently you have but I've never been booked twice
neutral,@USAirways My hubby has a 5hr layover in DFW fm the cxl'd flt. Pls help get him home sooner if you can! Any room on S/by 2 BWI or PHL today?
negative,"@USAirways 
Are you an incompetent airline every day, or just days that end in 'y'?"
negative,“@JetBlue: Our fleet's on fleek. http://t.co/8o3SCR5EFW” smh yall expect me to trust a childish airline with my life? #Nah
negative,@AmericanAir why would I pay $200 to reactivate my points that are only useful for certain flights that aren't even worth $200?
positive,@SouthwestAir :arrived in San Juan early. Thanks for a great flight. LUV u!
negative,@JetBlue just called that number and left message. Are you at to pass along message to team too?
negative,@AmericanAir @AmericanAir how do you expect to do that?
negative,@JetBlue she's standing here on her cell no announcements no info #thismosaicnothappy
neutral,@USAirways just realized my @AmericanAir advantage number wasn't used for my flight.  How do I get my ff miles?
negative,"@united Found flight after 2.5 hrs. How am I offered a $200 flight voucher 12 hrs before, lose my seat out of neglect, then get nothing?"
positive,@AmericanAir awesome. Thanks!
positive,@united awesome thank you very much for the help
positive,@americanair Not surprised that you were the Fastest Responding US Brand on Twitter for Q2 + Q3 2014. Also 10th fastest in the world in Q3
negative,@united How do I formally complain about your customer service handler who misconnected me. I was denied boarding &amp; I now lost my bag. Help!
negative,@united Flight:UA1750 is basically a prison on the runway @ SFO 6delays 4hrs of sitting no water no answers. reminded y I hate this airline
negative,@united I was on hold for over 20 minutes and was talking to one of your employees. I asked him for name or id # and he hung up in my face!
negative,@jetblue rqstd upgrade to mint at LAX and was told no because i used points! Why turn down $1600 bcz I used points? #trueblue
